"Year","1","2","3","4","5","6","7","8","9","10","11","12","13","14"
1982,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1983,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1984,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1985,12.9784525790075,8855.45972076379,12027.2912312286,26427.7012809432,42424.5020190022,7273.17501114597,26733.7390327349,12405.1546040484,24788.6329125536,1916.98966886489,706.648051201934,374.676007294681,0,0
1986,100.10377096085,29461.6362975468,38255.7705848746,18680.1550883208,25481.8460647895,28430.4194663196,2585.73299899967,9354.37336110957,4214.44170898683,8986.02085190671,330.187381822691,145.998091042925,189.426706085166,0
1987,0,64902.8161026611,71980.4541023208,48386.6472817788,16345.9315372902,16559.7983090617,13335.0811566497,973.235041418023,2218.18931972748,1404.60235323971,2116.41402679124,113.300253270789,0,61.1170316234125
1988,39.3682239818301,12229.9219391219,105954.406422057,88010.1975433016,39989.1249600673,4892.99312783926,6565.7010809265,6186.95399845754,432.970814515797,805.104981605052,33.7047479735151,1189.67522338822,0,0
1989,0,5014.05227483657,19469.5240931666,126681.957232421,67656.473446126,26138.2422588174,2421.86761611573,2391.64239964195,1019.02394505963,749.135916821301,261.373601422395,0,607.988417822421,0
1990,0,6674.01375703692,14205.7176205256,33593.3459284545,106430.941515256,64149.9213248607,8824.45392012228,2114.73547032535,550.157088552079,0,0,0,337.775806416067,0
1991,0,26999.0969885513,22171.4566755366,18238.7140928705,25614.7022319465,55629.200959821,17014.4734593142,806.012682203986,334.363803318481,334.363803318481,0,0,0,0
1992,108.034201039685,34600.5669030239,70136.6056045364,36562.7147117181,18675.1570548115,21741.7864347562,30213.4023387032,6070.63536858341,813.473965821291,0,0,0,0,0
1993,0,5767.15866915663,98045.409408858,75515.3956960853,17339.7228268824,5537.35394281893,4260.81311345885,9140.47872183826,2054.3852555068,0,0,0,0,0
1994,0,10716.0051147544,16043.4344877182,105854.685398066,49705.7458200054,9621.4354164053,4508.28790622755,2731.5705362473,6252.459031365,265.213430355431,0,0,0,0
1995,44.2615932898249,12847.6092646748,19783.5527365693,16881.0036871792,69641.364397877,15125.7845330241,2484.79797606597,828.132220131435,146.729644220303,0,0,0,0,0
1996,0,13170.3898378285,49837.7984245358,23506.4095383395,19343.3675210025,53986.5406655739,11198.3579554756,1450.79369350563,1347.51226791184,154.424613493511,0,0,220.545387633721,0
1997,180.818841727811,20741.5956633251,20516.9733345021,40276.2174919802,11545.5818274252,11204.8923741294,21094.0066115421,2753.41743524917,393.640809112428,116.231347256441,116.231347256441,75.5404178903415,0,0
1998,15.9096874410304,4565.92744530421,46607.9869836167,18252.8903349967,25421.2800201156,7327.42367786727,6868.19674757849,9697.10505877577,1338.64927625784,0,0,0,0,0
1999,73.1835631192258,18447.9256466049,13873.3170789084,65213.4771640859,13736.3291520351,17074.4500118994,3387.79020481416,4693.1409908488,2510.77855449326,241.057838979667,0,0,0,0
2000,0,16210.7219447841,24804.7651974633,7220.9868241947,26628.696977777,4602.93206531198,3678.39227956217,1406.97952361476,425.31666440131,1667.12762957857,79.3078253824258,0,0,0
2001,72.4979827442825,27072.4116929441,53173.6032664257,24138.0055262098,5832.08467259259,15939.3324202944,1740.21615138778,1537.36244182173,0,569.711637606446,0,0,0,0
2002,0,53848.2430794245,102149.194340212,97262.1728188844,33055.3726328209,5985.49827787835,12728.2956997892,882.446030320878,1146.86172045214,303.565841237529,709.886197118225,0,0,0
2003,69.9329407749744,20956.0173666669,132721.835488382,168384.763386531,100650.584935882,27113.0185610795,5959.4411572329,7047.68758956979,1366.97318772691,3161.6003892905,359.152160919412,0,407.240435781721,0
2004,33.1265097318157,53983.4134996022,36485.5956963374,161941.525773243,120474.984084456,48175.9023403161,14883.9998091357,2271.69197088555,1993.46072167947,0,161.697826656382,473.688002346857,0,0
2005,82.6300945699904,115910.461360273,120634.483331925,34091.9083895158,158317.489545169,76399.3874180312,26888.0095802251,8068.18213862732,591.886234068946,745.241922469275,325.698395553456,0,0,0
2006,0,8756.43921507292,204694.416322967,125030.278429727,20026.1303349433,90952.875335514,30450.7114018195,13443.118190465,1996.2966425978,678.387168824748,0,0,0,0
2007,34.3602954986941,8412.26118561872,29653.0448760609,230489.819426949,79971.5351548572,10179.1449549402,36371.985933993,9021.93701962751,3594.25162109425,190.822031998285,0,0,0,0
2008,0,12321.0163390309,25031.5010728038,43693.567382759,180033.473912898,32710.0752417833,5501.80097608309,13826.1851388643,3524.20561003436,687.430364699311,0,0,0,0
2009,0,15492.999271102,22460.2386413015,25293.3403873626,33935.9487228098,102955.332767265,16557.1307491042,3476.8680989316,6698.12799940148,693.749948772372,757.112112690147,0,0,0
2010,47.3244978328896,4506.67265864232,51630.5321010303,21219.6308862183,15354.2368408328,24215.0716288604,42681.7315087271,4517.40654321595,1052.04525020621,1650.72107634948,216.498580734314,296.83728509114,0,0
2011,43.4791035923106,4955.73827157836,10588.478524487,63254.8618000585,14697.6223439648,8048.79330737553,16287.3656578775,28273.0840752519,2773.35131323808,721.917790673512,689.371665943736,312.257914546571,0,0
2012,0,2959.61569635274,16129.125911705,22722.3566758524,69632.6417960834,8517.96655612234,5993.37469080449,11218.4709447402,15719.5532496527,1837.32601085966,816.420813040111,460.153102849401,169.609382967748,0
2013,0,6854.55449682358,13243.8097162127,23974.610380129,30526.8794861446,70315.3981897852,9229.29274294832,4984.10749929045,10294.5061516327,11497.7566831451,1581.95069918955,850.950718880894,71.2526312363202,192.980218771059
2014,0,5580.47365907124,17712.2589103673,17447.4143407782,22152.4520086526,25291.7762504975,34980.917739577,3049.39877757952,2515.39534996661,4619.56807030578,4206.03143552537,731.397327497284,81.8032708438376,149.504576697892
2015,0,4703.47696863196,15871.4869799225,37775.9105639939,20066.6674853858,21859.6686696505,24040.495672614,26671.9098452403,3589.03156771663,1606.76094181876,3639.58913341179,2905.02161748474,0,245.127310539447
2017,0,15989.6768028177,63609.4583646205,24288.8920108912,29151.3993922909,41908.0658618582,16053.3511751632,13514.2109905026,10770.9203837277,5642.29926105034,1044.99269070521,844.973521313842,1120.38438296419,316.614259710807
2018,0,15714.7894217432,38849.0913546798,104580.794331289,19857.2423560731,25377.7759454663,25260.4771897062,8905.75492395338,9327.87253345114,3719.57823448029,3784.60606561573,676.725281977282,764.1059324563,649.380708059313
