"Year","1","2","3","4","5","6","7","8","9","10","11","12","13","14"
1982,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1983,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1984,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1985,0,0.0171232876712329,0.143540669856459,0.340974212034384,0.289272030651341,0.452631578947368,0.553956834532374,0.63953488372093,0.780669144981413,0.869565217391304,1,0.8,0.8,-1
1986,0,0.0126582278481013,0.1125,0.172506738544474,0.276507276507277,0.25503355704698,0.352941176470588,0.595,0.496240601503759,0.776536312849162,0.538461538461538,0.5,1,1
1987,0,0.0124378109452736,0.0757363253856942,0.171934260429836,0.360594795539033,0.585669781931464,0.71031746031746,0.862068965517241,0.916666666666667,0.883720930232558,0.962962962962963,1,1,1
1988,0,0.0131004366812227,0.0783132530120482,0.138435081685297,0.256837098692033,0.309677419354839,0.521052631578947,0.587912087912088,0.6,0.666666666666667,0.133333333333333,0.833333333333333,1,1
1989,0,0.0138888888888889,0.0902061855670103,0.17913486005089,0.259708737864078,0.242774566473988,0.114285714285714,0.119402985074627,0.181818181818182,0.2,0.111111111111111,0.111111111111111,0.5,0.5
1990,0,0.0695652173913043,0.193965517241379,0.285714285714286,0.325318246110325,0.423076923076923,0.343434343434343,0.318181818181818,0.4,0.4,-1,-1,1,1
1991,0,0.0277136258660508,0.0901287553648069,0.131524008350731,0.146938775510204,0.176245210727969,0.199386503067485,0.0263157894736842,0.2,0.5,0.5,1,1,-1
1992,0,0.0108650229837025,0.0691075514874142,0.11968085106383,0.157327586206896,0.195294117647059,0.164516129032258,0.124137931034483,0.133333333333333,0.333333333333333,0.333333333333333,-1,-1,-1
1993,0,0.0372881355932203,0.0886157826649418,0.12646608873024,0.188732394366197,0.210526315789474,0.140127388535032,0.173228346456693,0.232558139534884,0.232558139534884,-1,-1,-1,-1
1994,0.116279069767442,0.0759651307596513,0.10455764075067,0.143019038984587,0.193150684931507,0.25,0.243243243243243,0.183098591549296,0.321100917431193,0.166666666666667,0.166666666666667,-1,-1,-1
1995,0,0.0169971671388102,0.0416253716551041,0.0455259026687598,0.111677282377919,0.0641025641025641,0.0694444444444444,0.0694444444444444,0.04,0.04,-1,-1,-1,-1
1996,0,0.0293772032902468,0.0772602739726027,0.12962962962963,0.194620253164557,0.22798833819242,0.182724252491694,0.25,0.0666666666666667,0.0833333333333333,0.0833333333333333,-1,1,1
1997,0.0114942528735632,0.0448473282442748,0.122384273937857,0.144706778370145,0.136732329084589,0.237383177570093,0.22489539748954,0.232142857142857,0.230769230769231,0.333333333333333,0.666666666666667,0.166666666666667,0.166666666666667,-1
1998,0,0.0140449438202247,0.168,0.188953488372093,0.198426082068578,0.166990291262136,0.195704057279236,0.266816143497758,0.2,0.2,-1,-1,-1,-1
1999,0,0.0352595494613124,0.129746835443038,0.170873296314992,0.139059304703476,0.147738693467337,0.189349112426036,0.261538461538462,0.223404255319149,0.166666666666667,0.166666666666667,-1,-1,-1
2000,0,0.049618320610687,0.106902871105681,0.210204081632653,0.179719703215169,0.168,0.129746835443038,0.355555555555556,0.178571428571429,0.425,0.25,0.25,-1,-1
2001,0.00185873605947955,0.0424011434016198,0.129967134747535,0.114876507754164,0.168639053254438,0.161682242990654,0.0925925925925926,0.109756097560976,0.109756097560976,0.230769230769231,0.230769230769231,-1,-1,-1
2002,0,0.0304818092428712,0.127710843373494,0.236850393700787,0.263038548752834,0.202072538860104,0.222772277227723,0.162790697674419,0.258064516129032,0.166666666666667,0.307692307692308,0.307692307692308,-1,-1
2003,0.00744416873449132,0.0279329608938547,0.133802816901408,0.24390243902439,0.248949089210649,0.192842942345924,0.170212765957447,0.166666666666667,0.25,0.538461538461538,0.25,0.25,1,1
2004,0,0.0233317778814746,0.162109375,0.246145667198299,0.280149191877331,0.238453276047261,0.303225806451613,0.21875,0.119047619047619,0.119047619047619,1,1,1,-1
2005,0,0.0102014125032697,0.0915141430948419,0.197104677060134,0.270064440538957,0.255227552275523,0.19646017699115,0.252631578947368,0.153846153846154,0.117647058823529,1,1,-1,-1
2006,0,0.0149476831091181,0.0560042134831461,0.16852195423624,0.167434715821813,0.218961625282167,0.198186528497409,0.318181818181818,0.304347826086956,0.375,0.375,-1,-1,-1
2007,0,0.0314606741573034,0.0885275519421861,0.194819980076846,0.261269549218031,0.218518518518519,0.250909090909091,0.239024390243902,0.411764705882353,0.333333333333333,0.333333333333333,-1,-1,-1
2008,0,0.0123762376237624,0.106150793650794,0.169054441260745,0.198715478484265,0.237710931768158,0.209821428571429,0.23696682464455,0.284210526315789,0.3125,0.3125,1,1,-1
2009,0,0.00754497968659315,0.111111111111111,0.189618644067797,0.223076923076923,0.273723427569581,0.244105409153953,0.404494382022472,0.257142857142857,0.171428571428571,0.272727272727273,0.272727272727273,-1,-1
2010,0.0185185185185185,0.0169491525423729,0.0862731400628711,0.2168,0.279429250891795,0.297452752670501,0.247174626321546,0.238095238095238,0.30188679245283,0.314285714285714,0.25,0.8,0.8,-1
2011,0,0.0291970802919708,0.0987460815047022,0.202556538839725,0.272009029345372,0.257861635220126,0.312339331619537,0.341147938561035,0.387387387387387,0.375,0.5625,1,1,-1
2012,0,0.0363636363636364,0.101111111111111,0.211195928753181,0.262211567275996,0.254201680672269,0.282229965156794,0.274661508704062,0.337837837837838,0.388059701492537,0.615384615384615,0.384615384615385,0.4,0.4
2013,0,0.02389486260454,0.12027027027027,0.18792599805258,0.277414669571532,0.334002408671216,0.356495468277946,0.421052631578947,0.419475655430712,0.436666666666667,0.459459459459459,0.6,0.333333333333333,0.666666666666667
2014,0,0.0499108734402852,0.101665205959684,0.241379310344828,0.323170731707317,0.37122969837587,0.408571428571429,0.415094339622642,0.492307692307692,0.47787610619469,0.679487179487179,0.533333333333333,0.5,1
2015,0,0.081799591002045,0.159371492704826,0.239664082687338,0.351598173515982,0.3601108033241,0.361464968152866,0.407523510971787,0.4375,0.25,0.540983606557377,0.571428571428571,0.571428571428571,0.5
2016,0,0.00875386199794027,0.224340175953079,0.255693581780538,0.32937181663837,0.432367149758454,0.446341463414634,0.494545454545455,0.46,0.590909090909091,0.4375,0.482758620689655,0.692307692307692,0.777777777777778
2017,0,0.0528375733855186,0.0914465904611746,0.375404530744336,0.393491124260355,0.480845442536328,0.570212765957447,0.47926267281106,0.565217391304348,0.477777777777778,0.5,0.454545454545455,0.571428571428571,0.222222222222222
