"Year","1","2","3","4","5","6","7","8","9","10","11","12","13","14"
1982,0,-1,0.444444444444444,0.520547945205479,0.606951871657754,0.749152542372881,0.923444976076555,0.945205479452055,0.968,1,1,1,-1,1
1983,0,-1,0.470588235294118,0.64406779661017,0.697183098591549,0.744285714285714,0.870113493064313,0.944099378881987,0.96,0.983050847457627,1,1,1,1
1984,0,-1,-1,0.485436893203883,0.735294117647059,0.885057471264368,0.857142857142857,0.971830985915493,1,1,1,1,1,-1
1985,0,0.037037037037037,0.5,0.617021276595745,0.642105263157895,0.88235294117647,0.92,0.907407407407407,0.974358974358974,1,1,-1,-1,-1
1986,0,-1,0.0802919708029197,0.152866242038217,0.53393665158371,0.872727272727273,0.931818181818182,0.970149253731343,0.984126984126984,1,1,1,1,1
1987,0,0.00934579439252336,0.0996677740863787,0.576923076923077,0.634615384615385,0.85,0.909090909090909,0.5,1,1,1,-1,-1,-1
1988,0,0.0212765957446809,0.171597633136095,0.394141145139814,0.547430830039526,0.75,0.948717948717949,0.866666666666667,0.833333333333333,1,1,1,1,-1
1989,0,0.2,0.305555555555556,0.458666666666667,0.751196172248804,0.898148148148148,0.903846153846154,1,1,1,1,1,1,1
1990,0,-1,0.238095238095238,0.425742574257426,0.569269521410579,0.762773722627737,1,0.923076923076923,1,1,1,1,1,-1
1991,0,-1,0.281553398058252,0.486842105263158,0.651079136690647,0.769539078156313,0.812,0.885714285714286,1,1,1,-1,1,1
1992,0,0.107981220657277,0.424603174603175,0.516417910447761,0.704268292682927,0.782894736842105,0.866525423728813,0.939130434782609,1,1,1,1,-1,-1
1993,0,0.174418604651163,0.443205574912892,0.737511353315168,0.789719626168224,0.84375,0.969924812030075,0.985221674876847,0.966666666666667,1,1,-1,1,1
1994,0,0.21,0.47945205479452,0.729455909943715,0.906598984771574,0.832116788321168,0.879518072289157,0.894736842105263,0.986486486486486,1,1,1,-1,-1
1995,0.0131578947368421,0.193089430894309,0.70298769771529,0.806629834254144,0.847746650426309,0.927893738140417,0.968253968253968,0.928571428571428,1,1,1,1,1,1
1996,0,0.122605363984674,0.612903225806452,0.772442588726514,0.838095238095238,0.905284147557328,0.953051643192488,1,1,1,1,1,-1,-1
1997,0.0769230769230769,0.152684563758389,0.561692126909518,0.760515603799186,0.872340425531915,0.813333333333333,0.875605815831987,0.846153846153846,0.777777777777778,1,1,1,1,-1
1998,0,0.523809523809524,0.51386748844376,0.73992673992674,0.820723684210526,0.852861035422343,0.840136054421769,0.863333333333333,0.888888888888889,1,0.666666666666667,0.666666666666667,1,1
1999,0,0.274074074074074,0.720379146919431,0.816652649285113,0.881944444444444,0.928198433420366,0.96969696969697,0.951219512195122,0.985714285714286,1,1,-1,-1,-1
2000,0,0.219354838709677,0.65814696485623,0.74169741697417,0.855763770584895,0.914965986394558,0.926356589147287,0.928571428571428,1,1,1,1,-1,1
2001,0,0.218181818181818,0.617461746174617,0.853358561967833,0.877934272300469,0.863920099875156,0.927007299270073,0.940298507462687,0.928571428571428,1,1,1,-1,-1
2002,0,0.222222222222222,0.697488584474886,0.829411764705882,0.940552016985138,0.89344262295082,0.902097902097902,0.909090909090909,0.95,1,1,1,1,1
2003,0,0.318181818181818,0.691901408450704,0.773316862260655,0.904945904173107,0.92463768115942,0.985294117647059,0.952830188679245,1,1,1,1,1,-1
2004,0,0.227722772277228,0.732044198895028,0.894736842105263,0.945603576751118,0.97203947368421,0.978260869565217,1,1,1,1,-1,-1,1
2005,0,0.168674698795181,0.60738255033557,0.893246187363834,0.9314825753101,0.954990215264188,0.9825,1,1,0.923076923076923,0.923076923076923,1,1,-1
2006,0,0.4,0.669767441860465,0.819386909693455,0.923857868020305,0.966325036603221,0.973404255319149,1,1,1,1,1,-1,-1
2007,0,0.636363636363636,0.653846153846154,0.879681647940075,0.965355805243446,0.972413793103448,0.980694980694981,0.969465648854962,1,1,1,1,1,1
2008,0,0.0803571428571429,0.401015228426396,0.75,0.894386298763083,0.938895417156287,0.986666666666667,0.974169741697417,1,0.9,1,1,-1,-1
2009,0,0.15,0.521505376344086,0.695156695156695,0.875,0.949416342412451,0.970276008492569,1,0.992481203007519,0.925925925925926,1,1,1,-1
2010,0,0.25,0.560975609756098,0.86644407345576,0.947743467933492,0.961538461538461,0.976204640095181,0.965909090909091,1,0.972222222222222,1,1,1,-1
2011,0,0.1,0.532710280373832,0.734676007005254,0.919020715630885,0.945017182130584,0.941176470588235,0.96,0.983606557377049,1,1,1,-1,-1
2012,0,0.285714285714286,0.489208633093525,0.770491803278689,0.868723098995696,0.953667953667954,0.975155279503106,0.919117647058824,0.939501779359431,0.967741935483871,1,1,1,1
2013,0,0.227272727272727,0.604166666666667,0.794117647058824,0.925855513307985,0.930619796484736,0.975460122699387,0.985714285714286,0.990291262135922,0.992125984251969,1,1,1,1
2014,0,0.363636363636364,0.627659574468085,0.786885245901639,0.876470588235294,0.833333333333333,0.898916967509025,0.972972972972973,1,1,0.923076923076923,1,1,-1
2015,0,0.205882352941176,0.73125,0.88268156424581,0.957894736842105,0.963636363636364,0.955102040816326,0.957528957528958,1,1,1,1,1,1
2016,0,0.333333333333333,0.804597701149425,0.836283185840708,0.944827586206897,0.949152542372881,0.982142857142857,1,0.976470588235294,1,1,1,1,1
