"Year","1","2","3","4","5","6","7","8","9","10","11","12","13","14"
1982,-1,282.372387686945,676.276883003001,1288.11355125251,1612.21279087099,2245.40923115485,2870.57339825064,2988.71176218507,3362.02339767488,3744.29699927445,4839.13188750083,5296.835117215,-1,5159.72173577177
1983,-1,420.162581347274,1030.96351973486,1545.74734630665,2015.84211043393,2351.44891374829,2773.77920664891,3240.82618405715,3747.19147529356,4469.69075152322,5070.03186622044,-1,-1,-1
1984,454.060256512194,836.934099545471,958.355028557089,1531.93800684751,2040.98005544544,2630.34597185845,2831.36361067772,3020.17194777796,3836.83435854317,5003.7838649505,4073.71492744061,5003.7838649505,-1,-1
1985,212.506410177104,770.443957737639,1288.15387852123,1768.72066084722,2247.66117693238,2923.17019886862,3401.11636214001,3646.6606229032,3964.18894004158,4778.05693728969,-1,-1,-1,-1
1986,214.576927922362,934.823745573285,1276.28844649981,1680.61687012369,2342.43328063778,2648.02073388978,3446.84007880425,3478.37207690546,4448.02532343747,3912.13606490042,3342.4094950812,5134.1279621447,-1,-1
1987,159.882670032936,449.07518674762,1029.76060617617,1667.50621827299,2363.24935347132,2957.04497815271,3112.12655595079,3141.09502151081,3376.33509342747,3476.5172588727,5153.42479462261,-1,-1,-1
1988,-1,355.548761070216,773.728044961868,1441.28427767078,2133.93507870401,2811.9759020197,3569.14484286002,3656.58502304824,4405.20154176189,4431.62017372258,4816.60332072238,4404.72514678287,-1,2673.88986262882
1989,-1,301.306320527248,855.195398602797,1156.21729573476,1976.88131050889,3013.78484970083,3931.84624959944,3858.19829113159,4826.26717562156,4661.35120527162,4905.75597381214,5274.08010774331,5247.21963605417,4499.16642814031
1990,177.010586189465,328.620981361829,698.867293835468,1026.87759544739,1513.17527786433,2453.38811147593,3555.21820890269,3521.78423193288,5028.14163703188,3938.01506443835,-1,5097.01899100654,5163.60608824485,5163.60608824485
1991,166.292780180766,306.617891707896,729.242588273105,982.802172505816,1390.75985600472,1860.9839856131,2747.8824124781,3505.8017961571,4139.99392470099,5222.50118126822,-1,-1,5291.38781652032,-1
1992,184.643040439868,286.766385725449,788.839048044098,1182.70888154543,1485.0298205743,1917.61107230106,2313.0426363636,3102.96640573612,3791.71510670085,4601.69251865857,4801.97976358985,5201.96257928121,-1,-1
1993,162.434547806113,356.721905406602,690.007034326926,1319.02013016076,1889.31990726909,2392.03605550635,3057.75922075065,3162.45005322191,3475.65614193095,3735.81991395337,5250.81471796496,5250.81471796496,4596.37945480785,-1
1994,156.424956200994,347.59511033284,651.572660908787,999.781194509334,1659.35252811573,2263.83504440093,2628.33987244263,3194.75050255856,3030.10654383558,3105.04238919837,3531.04748704562,5195.95209508342,4137.21775906787,-1
1995,160.823057735894,337.82625701455,711.682643226382,1072.34498240916,1298.65935392913,2014.91475142736,2827.88907928601,2923.2203998731,3582.12076752892,3005.46238545433,3227.50341896873,1622.17635815244,3662.9807774723,-1
1996,154.95900294717,328.746383893905,768.590519322101,1148.83962904976,1534.92848064173,1821.12385751135,2619.00684229352,3467.95233303477,3570.78298273487,3640.08778518807,3724.98624669966,3448.38507594716,-1,-1
1997,188.1274368159,314.493969151519,665.906036523797,1096.21784334277,1591.72850000017,1900.42992261596,2284.51089351866,2950.09622312871,3413.14131457591,3243.04282644014,3990.84705031462,2584.67201998727,4071.02612043473,-1
1998,170.555054040464,427.038182974508,687.936738547231,1103.58434968109,1644.38696630931,2197.37135836825,2457.25533461533,2797.33261025682,3210.51132345852,3490.72316228364,3570.62287777543,3393.12950621398,3762.6109290938,3961.42263549008
1999,212.388532305008,599.456001604008,898.690928092503,1092.41372551348,1646.2442239496,2201.54220596988,2639.81032171077,2878.2517746723,3196.11205788233,3543.33304940785,-1,-1,2135.50421430521,-1
2000,279.968501613734,496.69768154673,966.140037996048,1317.11707198318,1467.50263188204,2089.97031186494,2647.72593693285,3297.98458222003,3535.20970607596,3652.45291133226,4071.10798894907,5509.15144816524,-1,1629.78090636412
2001,161.122500997482,546.086588036458,927.141573784977,1441.86063143898,1715.29019454072,1809.35003898089,2225.13956933497,2974.54207297413,3279.08837789053,4633.72578817302,3792.34189013871,-1,-1,-1
2002,258.489150087726,566.659965368911,915.174040026224,1247.23606903956,1727.60475684871,2198.79700748427,2205.80006499768,2874.84270373418,3327.64885111755,4002.00585591949,4453.6965122022,4190.09928757794,5258.91417936881,-1
2003,145.655870456373,528.598892356505,909.951955842473,1269.21520415619,1688.84769732539,2265.39143216564,2720.00167573835,2601.63833588507,2800.85828119042,3259.56296118601,4077.22794198464,5238.92328245213,5250.69030038726,-1
2004,178.360766220993,574.051923687204,989.074587071759,1245.7541956845,1557.57293405569,2026.34274372531,2778.86679751548,3098.0469742578,2915.82944920913,3835.79843237752,3109.96849760074,2786.2482741581,-1,5171.84039408503
2005,159.605696025737,342.260609790386,874.33812895219,1248.99616496187,1487.5053691818,1897.18530008461,2280.92182326261,2995.06469777138,3171.2982216511,2760.25974980193,1248.09005179676,4123.56143290405,4109.03151820823,-1
2006,165.688781763024,472.43667307734,727.051094200165,1071.79959369808,1472.11366680852,1741.44055318223,2136.30843290637,2539.47216897358,3162.42306647335,3334.74740557917,3516.64779693021,-1,-1,-1
2007,166.749769338075,496.489294293191,738.673258730294,981.913067631626,1336.13652639278,1825.87540534695,2024.27989318902,2332.09839074767,2517.97151481061,2373.95063000274,3308.02437556551,2292.15525621746,3273.2713534856,5022.25040073283
2008,151.273710419873,415.38919090733,625.419624390487,844.894697452268,1111.67418167401,1558.0133400768,2114.08377112878,2385.96297448128,2768.20525820651,2539.97928472,2795.45557109536,2700.22418443727,-1,-1
2009,-1,446.97778023284,833.013854745021,945.727160853946,1113.09405010993,1334.70210416971,1728.26722898845,2335.65822922312,2458.12571748443,3056.99688750616,2905.14616531652,3450.51027174699,-1,-1
2010,-1,441.747765863835,749.869270386448,1081.28785401762,1280.41498187416,1429.37671290091,1664.63313920504,2159.8361079936,2342.53240541114,2618.47148407748,2613.29558346293,2403.47413507947,-1,-1
2011,-1,472.985036941356,928.911519730256,1128.85392935393,1458.61175368358,1688.23306054657,1902.41529172596,2070.85183982305,2553.09902242065,2888.08585055162,2741.18266261732,3662.57376826459,-1,2093.64635118058
2012,157.304936969559,580.706023442731,920.402258528661,1194.2392243009,1452.41559303189,1863.81045937505,2107.90176217192,2310.11269791273,2634.3123715231,2709.89532264109,3427.26710197329,2806.57684496625,3359.05832192565,5054.76704441319
2013,163.21173576421,578.257470488529,1047.25120159702,1340.25317664901,1652.51815364155,2007.32359523343,2366.52890407876,2511.62435320517,3046.63324187793,3072.67660837849,2809.4211255194,3590.47172793426,2235.75849346187,3487.88258023792
2014,157.029068058408,559.499863657713,1057.38225010945,1419.78653946419,1760.65323438207,2123.24750007185,2478.40417712913,2599.01026862005,3124.53789508286,3215.06169492744,3418.76784002798,3172.36177141855,2797.1062329081,3792.43318096171
2015,316.540264118381,609.43247036762,1071.60041996194,1475.57386482286,1984.37849579596,2314.07110513568,2790.83837258861,3264.39625666822,3188.96227834334,3843.52890717072,3923.65837220527,3390.91836738439,3893.82463334518,2690.7768044323
2016,214.917004669816,603.943581234847,1047.22554298501,1560.94249167314,1993.1147480982,2568.44642849854,2909.62787868781,3582.21674535381,3698.34810341724,3488.7324118423,4048.78601027117,4309.46610200152,4181.18924703676,-1
